"actor","name","birthDate","height","nationality"
"http://dbpedia.org/resource/Tony_Jay","Tony Jay","1933-2-2",1.9304,"http://dbpedia.org/resource/British_people"
"http://dbpedia.org/resource/Gavin_Free","Gavin Free",1988-05-23,,"http://dbpedia.org/resource/Great_Britain"
"http://dbpedia.org/resource/Gavin_Free","Gavin Free","1988-5-23",,"http://dbpedia.org/resource/Great_Britain"
"http://dbpedia.org/resource/Hideo_Sakaki","Hideo Sakaki",1970-06-04,,"http://dbpedia.org/resource/Japanese_people"
"http://dbpedia.org/resource/Hideo_Sakaki","Hideo Sakaki","1970-6-4",,"http://dbpedia.org/resource/Japanese_people"
"http://dbpedia.org/resource/Jahor_Roy","Jahor Roy",1919-09-19,,"http://dbpedia.org/resource/India"
"http://dbpedia.org/resource/Jahor_Roy","Jahar Ray",1919-09-19,,"http://dbpedia.org/resource/India"
"http://dbpedia.org/resource/Jahor_Roy","Jahor Roy","1919-9-19",,"http://dbpedia.org/resource/India"
"http://dbpedia.org/resource/Jahor_Roy","Jahar Ray","1919-9-19",,"http://dbpedia.org/resource/India"
"http://dbpedia.org/resource/Jason_Jones_(actor)","Jason Jones",1973-06-03,,"http://dbpedia.org/resource/Canadian"
"http://dbpedia.org/resource/Jason_Jones_(actor)","Jason Jones","1973-6-3",,"http://dbpedia.org/resource/Canadian"
"http://dbpedia.org/resource/Jolo_Revilla","Jolo Revilla",1988-03-15,,"http://dbpedia.org/resource/Philippines"
"http://dbpedia.org/resource/Jolo_Revilla","Ramon ""Jolo"" Revilla III",1988-03-15,,"http://dbpedia.org/resource/Philippines"
"http://dbpedia.org/resource/Jolo_Revilla","Jolo Revilla","1988-3-15",,"http://dbpedia.org/resource/Philippines"
"http://dbpedia.org/resource/Jolo_Revilla","Ramon ""Jolo"" Revilla III","1988-3-15",,"http://dbpedia.org/resource/Philippines"
"http://dbpedia.org/resource/Mohit_Raina","Mohit Raina","1982-8-14",,"http://dbpedia.org/resource/India"
"http://dbpedia.org/resource/Nils_Moritz","Nils Moritz",1943-05-05,,"http://dbpedia.org/resource/Sweden"
"http://dbpedia.org/resource/Nils_Moritz","Nils Moritz","1943-5-5",,"http://dbpedia.org/resource/Sweden"
"http://dbpedia.org/resource/Per_Eggers","Per Eggers","1951-2-3",,"http://dbpedia.org/resource/Sweden"
"http://dbpedia.org/resource/Pete_Smith_(actor)","Pete Smith","2000-1-1",,"http://dbpedia.org/resource/New_Zealand"
"http://dbpedia.org/resource/Raju_Kher","Raju Kher","1957-9-11",,"http://dbpedia.org/resource/India"
"http://dbpedia.org/resource/Ravish_Desai","Ravish Desai",1986-11-22,,"http://dbpedia.org/resource/India"
"http://dbpedia.org/resource/Robert_Baker_(actor)","Robert Baker",1979-10-15,,"http://dbpedia.org/resource/United_States"
"http://dbpedia.org/resource/Samuel_Haus","Samuel Haus","1990-4-1",,"http://dbpedia.org/resource/Sweden"
"http://dbpedia.org/resource/Sidharth_Malhotra","Sidharth Malhotra",1985-01-16,,"http://dbpedia.org/resource/Indian_people"
"http://dbpedia.org/resource/Sidharth_Malhotra","Sidharth Malhotra","1985-1-16",,"http://dbpedia.org/resource/Indian_people"
"http://dbpedia.org/resource/Tom_Hernández","Tom Hernández",1915-10-09,,"http://dbpedia.org/resource/Spanish_people"
"http://dbpedia.org/resource/Tom_Hernández","Tom Hernández","1915-9-9",,"http://dbpedia.org/resource/Spanish_people"
"http://dbpedia.org/resource/Vishal_(actor)","Vishal",1977-08-29,,"http://dbpedia.org/resource/Indian_people"
"http://dbpedia.org/resource/Vishal_(actor)","Vishal","1977-8-29",,"http://dbpedia.org/resource/Indian_people"
"http://dbpedia.org/resource/Abdulhussain_Abdulredha","Abdulhussain Abdulredha",1939-07-15,,"http://dbpedia.org/resource/Kuwait"
"http://dbpedia.org/resource/Abdulhussain_Abdulredha","Abdulhussain Abdulredha","1939-7-15",,"http://dbpedia.org/resource/Kuwait"
"http://dbpedia.org/resource/Anuj_Saxena","Anuj Saxena",1967-07-31,,"http://dbpedia.org/resource/Indian_people"
"http://dbpedia.org/resource/Anuj_Saxena","अनुज सक्सेना",1967-07-31,,"http://dbpedia.org/resource/Indian_people"
"http://dbpedia.org/resource/Anuj_Saxena","Anuj Saxena","1967-7-31",,"http://dbpedia.org/resource/Indian_people"
"http://dbpedia.org/resource/Anuj_Saxena","अनुज सक्सेना","1967-7-31",,"http://dbpedia.org/resource/Indian_people"
"http://dbpedia.org/resource/Francesco_Malcom","Francesco Malcom",1971-11-27,,"http://dbpedia.org/resource/Italian_people"
"http://dbpedia.org/resource/Gautam_Rode","Gautam Rode",1977-08-14,,"http://dbpedia.org/resource/India"
"http://dbpedia.org/resource/Gautam_Rode","Gautam Rode","1977-8-14",,"http://dbpedia.org/resource/India"
"http://dbpedia.org/resource/Herbert_Bautista","Herbert Bautista",1968-05-12,,"http://dbpedia.org/resource/Filipino_people"
"http://dbpedia.org/resource/Herbert_Bautista","Herbert Bautista","1968-5-12",,"http://dbpedia.org/resource/Filipino_people"
"http://dbpedia.org/resource/Junpei_Mizobata","Junpei Mizobata",1989-06-14,,"http://dbpedia.org/resource/Japan"
"http://dbpedia.org/resource/Junpei_Mizobata","Junpei Mizobata","1989-6-14",,"http://dbpedia.org/resource/Japan"
"http://dbpedia.org/resource/Reinaldo_Zavarce","Reinaldo Zavarce",1988-07-08,,"http://dbpedia.org/resource/Venezuela"
"http://dbpedia.org/resource/Reinaldo_Zavarce","Reinaldo Zavarce","1988-6-8",,"http://dbpedia.org/resource/Venezuela"
"http://dbpedia.org/resource/Renato_Pozzetto","Renato Pozzetto",1940-07-14,,"http://dbpedia.org/resource/Italy"
"http://dbpedia.org/resource/Renato_Pozzetto","Renato Pozzetto","1940-7-14",,"http://dbpedia.org/resource/Italy"
"http://dbpedia.org/resource/Rob_Jenkins","Rob Jenkins",1975-05-21,,"http://dbpedia.org/resource/Australia"
"http://dbpedia.org/resource/Rob_Jenkins","Rob Jenkins","1975-5-21",,"http://dbpedia.org/resource/Australia"
"http://dbpedia.org/resource/Sharlto_Copley","Sharlto Copley",1973-11-27,,"http://dbpedia.org/resource/South_African"
"http://dbpedia.org/resource/Tim_Driesen","Tim Driesen",1978-06-22,,"http://dbpedia.org/resource/Belgian"
"http://dbpedia.org/resource/Tim_Driesen","Tim Driesen","1978-6-22",,"http://dbpedia.org/resource/Belgian"
"http://dbpedia.org/resource/Ajmal_Ameer","Ajmal Ameer",1985-03-02,,"http://dbpedia.org/resource/India"
"http://dbpedia.org/resource/Ajmal_Ameer","Ajmal Ameer","1985-3-2",,"http://dbpedia.org/resource/India"
"http://dbpedia.org/resource/Deven_Bhojani","Deven Bhojani",1969-11-25,,"http://dbpedia.org/resource/India"
"http://dbpedia.org/resource/Fares_Fares","Fares Fares",1973-04-29,,"http://dbpedia.org/resource/Swedish_nationality_law"
"http://dbpedia.org/resource/Fares_Fares","Fares Fares","1973-4-29",,"http://dbpedia.org/resource/Swedish_nationality_law"
"http://dbpedia.org/resource/Francesco_Benigno","Francesco Benigno",1967-10-04,,"http://dbpedia.org/resource/Italy"
"http://dbpedia.org/resource/Francesco_Benigno","Francesco Benigno","1967-10-4",,"http://dbpedia.org/resource/Italy"
"http://dbpedia.org/resource/Frunzik_Mkrtchyan","Frunzik Mkrtchyan",1930-07-04,,"http://dbpedia.org/resource/Armenians"
"http://dbpedia.org/resource/Frunzik_Mkrtchyan","Frunzik Mkrtchyan","1930-7-4",,"http://dbpedia.org/resource/Armenians"
"http://dbpedia.org/resource/Gaurav_Chopra","Gaurav Chopra",1979-04-04,,"http://dbpedia.org/resource/India"
"http://dbpedia.org/resource/Gaurav_Chopra","Gaurav Chopra","1979-1-1",,"http://dbpedia.org/resource/India"
"http://dbpedia.org/resource/Geoffrey_Scott_(actor)","Geoffrey Scott",1942-02-22,,"http://dbpedia.org/resource/United_States"
"http://dbpedia.org/resource/Geoffrey_Scott_(actor)","Geoffrey Scott","1942-2-22",,"http://dbpedia.org/resource/United_States"
"http://dbpedia.org/resource/George_Ciprian","George Ciprian",1883-06-07,,"http://dbpedia.org/resource/Romania"
"http://dbpedia.org/resource/George_Ciprian","George Ciprian","1883-6-5",,"http://dbpedia.org/resource/Romania"
"http://dbpedia.org/resource/Gerard_McLarnon","Gerard McLarnon","1915-1-1",,"http://dbpedia.org/resource/United_Kingdom"
"http://dbpedia.org/resource/Gino_Cervi","Gino Cervi",1901-05-03,,"http://dbpedia.org/resource/Italy"
"http://dbpedia.org/resource/Gino_Cervi","Gino Cervi","1901-5-3",,"http://dbpedia.org/resource/Italy"
"http://dbpedia.org/resource/Giulio_Bosetti","Giulio Bosetti",1930-12-26,,"http://dbpedia.org/resource/Italy"
"http://dbpedia.org/resource/Gustaf_Molander","Gustaf Molander",1888-11-18,,"http://dbpedia.org/resource/Sweden"
"http://dbpedia.org/resource/Harshad_Chopra","Harshad Chopra",1983-05-17,,"http://dbpedia.org/resource/India"
"http://dbpedia.org/resource/Harshad_Chopra","Harshad Chopda",1983-05-17,,"http://dbpedia.org/resource/India"
"http://dbpedia.org/resource/Harshad_Chopra","Harshad Chopra","1983-5-17",,"http://dbpedia.org/resource/India"
"http://dbpedia.org/resource/Harshad_Chopra","Harshad Chopda","1983-5-17",,"http://dbpedia.org/resource/India"
"http://dbpedia.org/resource/Hjalmar_Selander","Hjalmar Selander","1859-7-2",,"http://dbpedia.org/resource/Sweden"
"http://dbpedia.org/resource/Imran_Khan_(Indian_actor)","Imran Khan",1983-01-13,,"http://dbpedia.org/resource/Americans"
"http://dbpedia.org/resource/Imran_Khan_(Indian_actor)","Imran Khan","1983-1-13",,"http://dbpedia.org/resource/Americans"
"http://dbpedia.org/resource/Jacques_Herlin","Jacques Herlin",1927-08-17,,"http://dbpedia.org/resource/French_people"
"http://dbpedia.org/resource/Jacques_Herlin","Jacques Herlin","1924-8-17",,"http://dbpedia.org/resource/French_people"
"http://dbpedia.org/resource/Jagannathan_(actor)","Jagannathan","1938-0-0",,"http://dbpedia.org/resource/India"
"http://dbpedia.org/resource/Jan_Molander","Jan Molander","1920-4-2",,"http://dbpedia.org/resource/Sweden"
"http://dbpedia.org/resource/Jim_Hanna_(actor)","Jim Hanna",1967-10-02,,"http://dbpedia.org/resource/United_States"
"http://dbpedia.org/resource/Jim_Hanna_(actor)","Jim Hanna","1967-10-2",,"http://dbpedia.org/resource/United_States"
"http://dbpedia.org/resource/Jiří_Macháček","Jiří Macháček",1966-07-06,,"http://dbpedia.org/resource/Czechs"
"http://dbpedia.org/resource/Jiří_Macháček","Jiří Macháček","1966-7-6",,"http://dbpedia.org/resource/Czechs"
"http://dbpedia.org/resource/Jo_Peignot","Jo Peignot",1901-01-09,,"http://dbpedia.org/resource/France"
"http://dbpedia.org/resource/Jo_Peignot","Jo Peignot","1901-1-9",,"http://dbpedia.org/resource/France"
"http://dbpedia.org/resource/John_Harryson","John Harryson","1900-4-17",,"http://dbpedia.org/resource/Sweden"
"http://dbpedia.org/resource/John_Kavanagh_(actor)","John Kavanagh","1970-0-0",,"http://dbpedia.org/resource/Ireland"
"http://dbpedia.org/resource/Joop_Doderer","Joop Doderer",1921-08-28,,"http://dbpedia.org/resource/Netherlands"
"http://dbpedia.org/resource/Joop_Doderer","Joop Doderer","1921-8-28",,"http://dbpedia.org/resource/Netherlands"
"http://dbpedia.org/resource/Mark_Womack_(British_actor)","Mark Womack",1961-01-09,,"http://dbpedia.org/resource/British_nationality_law"
"http://dbpedia.org/resource/Mark_Womack_(British_actor)","Mark Womack","1961-1-9",,"http://dbpedia.org/resource/British_nationality_law"
"http://dbpedia.org/resource/Michael_Wade","Michael Wade",1944-10-30,,"http://dbpedia.org/resource/Canadians"
"http://dbpedia.org/resource/Peter_Harryson","Peter Harryson","1948-4-2",,"http://dbpedia.org/resource/Sweden"
"http://dbpedia.org/resource/Peter_McRobbie","Peter McRobbie",1943-01-31,,"http://dbpedia.org/resource/United_States"
"http://dbpedia.org/resource/Peter_McRobbie","Peter McRobbie","1943-1-31",,"http://dbpedia.org/resource/United_States"
"http://dbpedia.org/resource/Peter_Perski","Peter Perski","1970-1-6",,"http://dbpedia.org/resource/Sweden"
"http://dbpedia.org/resource/Petr_Kostka","Petr Kostka",1938-06-11,,"http://dbpedia.org/resource/Czechs"
"http://dbpedia.org/resource/Petr_Kostka","Petr Kostka","1938-6-11",,"http://dbpedia.org/resource/Czechs"
"http://dbpedia.org/resource/Rafael_Rosell","Rafael Rosell",1982-11-10,,"http://dbpedia.org/resource/Filipino_people"
"http://dbpedia.org/resource/Rehman_(actor)","Rehman",1921-06-23,,"http://dbpedia.org/resource/Cinema_of_India"
"http://dbpedia.org/resource/Rehman_(actor)","Rehman","1921-6-23",,"http://dbpedia.org/resource/Cinema_of_India"
"http://dbpedia.org/resource/Richard_Erdman","Richard Erdman",1925-06-01,,"http://dbpedia.org/resource/United_States"
"http://dbpedia.org/resource/Richard_Erdman","Richard Erdman","1925-6-1",,"http://dbpedia.org/resource/United_States"
"http://dbpedia.org/resource/Robert_Barton_(actor)","Robert Barton","1970-1-1",,"http://dbpedia.org/resource/United_Kingdom"
"http://dbpedia.org/resource/Sten_Ljunggren","Sten Ljunggren",1938-10-16,,"http://dbpedia.org/resource/Swedish_people"
"http://dbpedia.org/resource/Sumeet_Sachdev","Sumeet Sachdev",1976-03-18,,"http://dbpedia.org/resource/India"
"http://dbpedia.org/resource/Sumeet_Sachdev","Sumeet Sachdev","1976-3-18",,"http://dbpedia.org/resource/India"
"http://dbpedia.org/resource/Vladimir_Menshov","Vladimir Menshov",1939-09-17,,"http://dbpedia.org/resource/Russia"
"http://dbpedia.org/resource/Vladimir_Menshov","Vladimir Valentinovich Menshov",1939-09-17,,"http://dbpedia.org/resource/Russia"
"http://dbpedia.org/resource/Vladimir_Menshov","Vladimir Menshov","1939-9-17",,"http://dbpedia.org/resource/Russia"
"http://dbpedia.org/resource/Vladimir_Menshov","Vladimir Valentinovich Menshov","1939-9-17",,"http://dbpedia.org/resource/Russia"
"http://dbpedia.org/resource/Álvaro_Gómez_(actor)","Álvaro Gómez",1980-12-24,,"http://dbpedia.org/resource/Chilean_people"
"http://dbpedia.org/resource/Åke_Claesson","Åke Claesson",1889-07-02,,"http://dbpedia.org/resource/Sweden"
"http://dbpedia.org/resource/Åke_Claesson","Åke Claesson","1889-7-2",,"http://dbpedia.org/resource/Sweden"
"http://dbpedia.org/resource/Andrés_Palacios","Andrés Palacios",1975-05-13,,"http://dbpedia.org/resource/Mexico"
"http://dbpedia.org/resource/Andrés_Palacios","Andrés Palacios","1957-5-13",,"http://dbpedia.org/resource/Mexico"
"http://dbpedia.org/resource/C._S._Lee","C. S. Lee",1971-02-24,,"http://dbpedia.org/resource/Korean–American"
"http://dbpedia.org/resource/C._S._Lee","C.S. Lee",1971-02-24,,"http://dbpedia.org/resource/Korean–American"
"http://dbpedia.org/resource/C._S._Lee","이승희",1971-02-24,,"http://dbpedia.org/resource/Korean–American"
"http://dbpedia.org/resource/C._S._Lee","C. S. Lee",1971-12-30,,"http://dbpedia.org/resource/Korean–American"
"http://dbpedia.org/resource/C._S._Lee","C.S. Lee",1971-12-30,,"http://dbpedia.org/resource/Korean–American"
"http://dbpedia.org/resource/C._S._Lee","이승희",1971-12-30,,"http://dbpedia.org/resource/Korean–American"
"http://dbpedia.org/resource/Diogo_Morgado","Diogo Morgado",1981-01-17,,"http://dbpedia.org/resource/Portuguese_people"
"http://dbpedia.org/resource/Diogo_Morgado","Diogo Morgado","1981-1-17",,"http://dbpedia.org/resource/Portuguese_people"
"http://dbpedia.org/resource/Fariborz_Arabnia","Fariborz Arabnia",1964-04-28,,"http://dbpedia.org/resource/Iran"
"http://dbpedia.org/resource/Fariborz_Arabnia","Fariborz Arabnia","1964-4-28",,"http://dbpedia.org/resource/Iran"
"http://dbpedia.org/resource/Fauzi_Baadilla","Fauzi Baadilla",1979-09-25,,"http://dbpedia.org/resource/Indonesia"
"http://dbpedia.org/resource/Fauzi_Baadilla","Fauzi Baadilla","1979-9-25",,"http://dbpedia.org/resource/Indonesia"
"http://dbpedia.org/resource/Max_Irons","Max Irons",1985-10-17,,"http://dbpedia.org/resource/Irish_people"
"http://dbpedia.org/resource/Steven_Yeun","Steven Yeun",1983-12-21,,"http://dbpedia.org/resource/South_Korea"
"http://dbpedia.org/resource/Joseph_Tremain","Joseph Tremain",1991-10-11,,"http://dbpedia.org/resource/England"
"http://dbpedia.org/resource/Kevin_Schon","Kevin Schon",1958-02-07,,"http://dbpedia.org/resource/Americans"
"http://dbpedia.org/resource/Kevin_Schon","Kevin Schon","1958-2-7",,"http://dbpedia.org/resource/Americans"
"http://dbpedia.org/resource/Nico_Mirallegro","Nico Mirallegro",1991-01-26,,"http://dbpedia.org/resource/Italians"
"http://dbpedia.org/resource/Nico_Mirallegro","Nico Mirallegro","1991-1-26",,"http://dbpedia.org/resource/Italians"
"http://dbpedia.org/resource/Phillip_Paley","Phillip Paley",1963-09-15,,"http://dbpedia.org/resource/United_States"
"http://dbpedia.org/resource/Phillip_Paley","Philip Paley",1963-09-15,,"http://dbpedia.org/resource/United_States"
"http://dbpedia.org/resource/Phillip_Paley","Phillip Paley","1963-9-15",,"http://dbpedia.org/resource/United_States"
"http://dbpedia.org/resource/Phillip_Paley","Philip Paley","1963-9-15",,"http://dbpedia.org/resource/United_States"
"http://dbpedia.org/resource/Adhir_Kalyan","Adhir Kalyan",1983-08-04,,"http://dbpedia.org/resource/Republic_of_South_Africa"
"http://dbpedia.org/resource/Adhir_Kalyan","Adhir Kalyan","1983-8-4",,"http://dbpedia.org/resource/Republic_of_South_Africa"
"http://dbpedia.org/resource/Chabelo","Chabelo",1935-02-17,,"http://dbpedia.org/resource/Mexico"
"http://dbpedia.org/resource/Chabelo","Chabelo","1935-2-17",,"http://dbpedia.org/resource/Mexico"
"http://dbpedia.org/resource/Dick_Anthony_Williams","Dick Anthony Williams",1934-08-09,,"http://dbpedia.org/resource/United_States"
"http://dbpedia.org/resource/Dick_Anthony_Williams","Dick Anthony Williams","1934-8-9",,"http://dbpedia.org/resource/United_States"
"http://dbpedia.org/resource/Gyearbuor_Asante","Gyearbuor Asante",1941-11-04,,"http://dbpedia.org/resource/Ghana"
"http://dbpedia.org/resource/Gyearbuor_Asante","Gyearbuor Asante","1941-11-4",,"http://dbpedia.org/resource/Ghana"
"http://dbpedia.org/resource/Jim_Conroy","Jim Conroy",1977-02-06,,"http://dbpedia.org/resource/United_States"
"http://dbpedia.org/resource/Jim_Conroy","Jim Conroy","1977-2-6",,"http://dbpedia.org/resource/United_States"
"http://dbpedia.org/resource/Michael_Bernardo","Michael Bernardo",1964-05-28,,"http://dbpedia.org/resource/Canada"
"http://dbpedia.org/resource/Michael_Bernardo","Michael Bernardo","1964-5-28",,"http://dbpedia.org/resource/Canada"
"http://dbpedia.org/resource/Michael_J._Jackson","Michael J. Jackson",1948-01-19,,"http://dbpedia.org/resource/British_nationality_law"
"http://dbpedia.org/resource/Michael_J._Jackson","Michael J. Jackson","1948-1-19",,"http://dbpedia.org/resource/British_nationality_law"
"http://dbpedia.org/resource/Petter_Næss","Petter Næss","1960-3-14",,"http://dbpedia.org/resource/Norway"
"http://dbpedia.org/resource/Stelios_Mainas","Stelios Mainas",1957-10-01,,"http://dbpedia.org/resource/Greece"
"http://dbpedia.org/resource/Stelios_Mainas","Stelios Mainas","1957-10-1",,"http://dbpedia.org/resource/Greece"
"http://dbpedia.org/resource/Carl_John_Barrameda","Carl John Barrameda",1993-10-12,,"http://dbpedia.org/resource/Filipino_people"
"http://dbpedia.org/resource/Charlie_Davao","Charlie Davao",1934-10-07,,"http://dbpedia.org/resource/Philippine_nationality_law"
"http://dbpedia.org/resource/Charlie_Davao","Charlie Davao","1934-10-7",,"http://dbpedia.org/resource/Philippine_nationality_law"
"http://dbpedia.org/resource/Chris_Phillips_(voice_actor)","Chris Phillips",1958-02-26,,"http://dbpedia.org/resource/United_States"
"http://dbpedia.org/resource/Chris_Phillips_(voice_actor)","Chris Phillips","1958-2-26",,"http://dbpedia.org/resource/United_States"
"http://dbpedia.org/resource/Conrad_Poe","Conrad Poe",1948-04-11,,"http://dbpedia.org/resource/Philippine_nationality_law"
"http://dbpedia.org/resource/Conrad_Poe","Conrad Poe","1948-4-11",,"http://dbpedia.org/resource/Philippine_nationality_law"
"http://dbpedia.org/resource/Constantin_Cheianu","Constantin Cheianu",1959-09-21,,"http://dbpedia.org/resource/Moldova"
"http://dbpedia.org/resource/Constantin_Cheianu","Constantin Cheianu","1959-9-21",,"http://dbpedia.org/resource/Moldova"
"http://dbpedia.org/resource/Constantin_Cheianu","Constantin Cheianu",1959-09-21,,"http://dbpedia.org/resource/USSR"
"http://dbpedia.org/resource/Constantin_Cheianu","Constantin Cheianu","1959-9-21",,"http://dbpedia.org/resource/USSR"
"http://dbpedia.org/resource/Doddanna","Doddanna",1949-11-11,,"http://dbpedia.org/resource/India"
