"actor","name","birthDate","height","nationality"
"http://dbpedia.org/resource/James_Dunn_(actor)","James Dunn",1901-11-02,,
"http://dbpedia.org/resource/James_Dunn_(actor)","James Dunn","1901-11-2",,
"http://dbpedia.org/resource/Sara_Allgood","Sara Allgood",1879-10-15,,
"http://dbpedia.org/resource/Sara_Allgood","Sara Allgood",1879-10-31,,
"http://dbpedia.org/resource/Sydney_Greenstreet","Sydney Greenstreet",1879-12-27,,
"http://dbpedia.org/resource/Walter_Huston","Walter Huston",1883-04-05,,
"http://dbpedia.org/resource/Walter_Huston","Walter Huston","1883-4-6",,
"http://dbpedia.org/resource/Walter_Pidgeon","Walter Pidgeon",1897-09-23,,
"http://dbpedia.org/resource/Walter_Pidgeon","Walter Pidgeon","1897-9-23",,
"http://dbpedia.org/resource/Cecil_Kellaway","Cecil Kellaway",1890-08-22,,
"http://dbpedia.org/resource/Cecil_Kellaway","Cecil Kellaway","1890-8-22",,
"http://dbpedia.org/resource/Brian_Aherne","Brian Aherne",1902-05-02,,
"http://dbpedia.org/resource/Brian_Aherne","Brian Aherne","1902-5-2",,
"http://dbpedia.org/resource/Thomas_Mitchell_(actor)","Thomas Mitchell",1892-07-11,,
"http://dbpedia.org/resource/Thomas_Mitchell_(actor)","Thomas Mitchell","1892-7-11",,
"http://dbpedia.org/resource/Brian_Donlevy","Brian Donlevy",1901-02-09,,
"http://dbpedia.org/resource/Brian_Donlevy","Brian Donlevy","1901-2-9",,
"http://dbpedia.org/resource/Robert_Ryan","Robert Ryan",1909-11-11,,
"http://dbpedia.org/resource/Mary_Astor","Mary Astor",1906-05-03,,
"http://dbpedia.org/resource/Mary_Astor","Mary Astor","1906-5-3",,
"http://dbpedia.org/resource/Ann_Blyth","Ann Blyth",1928-08-16,,
"http://dbpedia.org/resource/Ann_Blyth","Ann Blyth","1928-8-16",,
"http://dbpedia.org/resource/Ellen_Corby","Ellen Corby",1911-06-03,,
"http://dbpedia.org/resource/Ellen_Corby","Ellen Corby","1911-6-3",,
"http://dbpedia.org/resource/Gene_Lockhart","Gene Lockhart",1891-07-18,,
"http://dbpedia.org/resource/Gene_Lockhart","Gene Lockhart","1891-7-18",,
"http://dbpedia.org/resource/Geraldine_Fitzgerald","Geraldine Fitzgerald",1913-11-24,,
"http://dbpedia.org/resource/James_Gleason","James Gleason",1882-05-23,,
"http://dbpedia.org/resource/James_Gleason","James Gleason","1882-5-23",,
"http://dbpedia.org/resource/Michael_Chekhov","Michael Chekhov",1891-08-29,,
"http://dbpedia.org/resource/Michael_Chekhov","Michael Chekhov","1891-8-29",,
"http://dbpedia.org/resource/Thomas_Gomez","Thomas Gomez",1905-07-10,,
"http://dbpedia.org/resource/Thomas_Gomez","Thomas Gomez","1905-7-10",,
"http://dbpedia.org/resource/Claire_Trevor","Claire Trevor",1910-03-08,,
"http://dbpedia.org/resource/Claire_Trevor","Claire Trevor","1910-3-8",,
"http://dbpedia.org/resource/Jack_Oakie","Jack Oakie",1903-11-12,,
"http://dbpedia.org/resource/Mischa_Auer","Mischa Auer",1905-11-17,,
"http://dbpedia.org/resource/William_Powell","William Powell",1892-07-29,,
"http://dbpedia.org/resource/William_Powell","William Powell","1892-7-29",,
"http://dbpedia.org/resource/Susan_Peters","Susan Peters",1921-05-30,,
"http://dbpedia.org/resource/Andrea_Leeds","Andrea Leeds",1914-08-14,,
"http://dbpedia.org/resource/Andrea_Leeds","Andrea Leeds","1914-8-14",,
"http://dbpedia.org/resource/Cornel_Wilde","Cornel Wilde",1912-10-13,,
"http://dbpedia.org/resource/Greta_Garbo","Greta Garbo",1905-09-18,,
"http://dbpedia.org/resource/Greta_Garbo","Greta Garbo","1905-9-18",,
"http://dbpedia.org/resource/Lionel_Barrymore","Lionel Barrymore",1878-04-28,,
"http://dbpedia.org/resource/Lionel_Barrymore","Lionel Barrymore","1878-4-28",,
"http://dbpedia.org/resource/Raymond_Massey","Raymond Massey",1896-08-30,,
"http://dbpedia.org/resource/Raymond_Massey","Raymond Massey","1896-8-30",,
"http://dbpedia.org/resource/Basil_Rathbone","Basil Rathbone",1892-06-13,,
"http://dbpedia.org/resource/Basil_Rathbone","Basil Rathbone","1892-6-13",,
"http://dbpedia.org/resource/Bette_Davis","Bette Davis",1908-04-05,,
"http://dbpedia.org/resource/Bette_Davis","Bette Davis","1908-4-5",,
"http://dbpedia.org/resource/Claude_Rains","Claude Rains",1889-11-10,,
"http://dbpedia.org/resource/Flora_Robson","Flora Robson",1902-03-28,,
"http://dbpedia.org/resource/Flora_Robson","Flora Robson","1902-3-28",,
"http://dbpedia.org/resource/Ginger_Rogers","Ginger Rogers",1911-07-16,,
"http://dbpedia.org/resource/Ginger_Rogers","Ginger Rogers","1911-7-16",,
"http://dbpedia.org/resource/Greer_Garson","Greer Garson",1904-09-29,,
"http://dbpedia.org/resource/Greer_Garson","Greer Garson","1904-9-29",,
"http://dbpedia.org/resource/Gregory_Peck","Gregory Peck",1916-04-05,,
"http://dbpedia.org/resource/Gregory_Peck","Gregory Peck","1916-4-5",,
"http://dbpedia.org/resource/Hattie_McDaniel","Hattie McDaniel",1895-06-10,,
"http://dbpedia.org/resource/Hattie_McDaniel","Hattie McDaniel","1895-6-10",,
"http://dbpedia.org/resource/Jennifer_Jones","Jennifer Jones",1919-03-02,,
"http://dbpedia.org/resource/Jennifer_Jones","Jennifer Jones","1919-3-2",,
"http://dbpedia.org/resource/Maurice_Chevalier","Maurice Chevalier",1888-09-12,,
"http://dbpedia.org/resource/Maurice_Chevalier","Maurice Chevalier","1888-9-12",,
"http://dbpedia.org/resource/Norma_Shearer","Norma Shearer",1902-08-11,,
"http://dbpedia.org/resource/Norma_Shearer","Norma Shearer","1902-8-10",,
"http://dbpedia.org/resource/Olivia_de_Havilland","Olivia de Havilland",1916-07-01,,
"http://dbpedia.org/resource/Olivia_de_Havilland","Olivia de Havilland","1916-7-1",,
"http://dbpedia.org/resource/Robert_Mitchum","Robert Mitchum",1917-08-06,,
"http://dbpedia.org/resource/Robert_Mitchum","Robert Mitchum","1917-8-6",,
"http://dbpedia.org/resource/Paulette_Goddard","Paulette Goddard",1910-06-03,,
"http://dbpedia.org/resource/Paulette_Goddard","Paulette Goddard","1910-6-3",,
"http://dbpedia.org/resource/Charles_Boyer","Charles Boyer",1899-08-28,,
"http://dbpedia.org/resource/Charles_Boyer","Charles Boyer","1899-8-28",,
"http://dbpedia.org/resource/Irene_Dunne","Irene Dunne",1898-12-20,,
"http://dbpedia.org/resource/Merle_Oberon","Merle Oberon",1911-02-19,,
"http://dbpedia.org/resource/Merle_Oberon","Merle Oberon","1911-2-19",,
"http://dbpedia.org/resource/Helen_Hayes","Helen Hayes",1900-10-10,,
"http://dbpedia.org/resource/Lillian_Gish","Lillian Gish",1893-10-14,,
"http://dbpedia.org/resource/Marlene_Dietrich","Marlene Dietrich",1901-12-27,,
"http://dbpedia.org/resource/Ruth_Hussey","Ruth Hussey",1911-10-30,,
"http://dbpedia.org/resource/Adolphe_Menjou","Adolphe Menjou",1890-02-18,,
"http://dbpedia.org/resource/Adolphe_Menjou","Adolphe Menjou","1890-2-18",,
"http://dbpedia.org/resource/Alexander_Knox","Alexander Knox",1907-01-16,,
"http://dbpedia.org/resource/Alexander_Knox","Alexander Knox","1907-1-16",,
"http://dbpedia.org/resource/Clifton_Webb","Clifton Webb",1889-11-19,,
"http://dbpedia.org/resource/Frank_Morgan","Frank Morgan",1890-06-01,,
"http://dbpedia.org/resource/Frank_Morgan","Frank Morgan","1890-6-1",,
"http://dbpedia.org/resource/John_Garfield","John Garfield",1913-03-04,,
"http://dbpedia.org/resource/John_Garfield","John Garfield","1913-3-4",,
"http://dbpedia.org/resource/Lew_Ayres","Lew Ayres",1908-12-28,,
"http://dbpedia.org/resource/Lewis_Stone","Lewis Stone",1879-11-15,,
"http://dbpedia.org/resource/Paul_Lukas","Paul Lukas",1891-05-26,,
"http://dbpedia.org/resource/Paul_Lukas","Paul Lukas","1891-5-26",,
"http://dbpedia.org/resource/Richard_Dix","Richard Dix",1893-07-18,,
"http://dbpedia.org/resource/Richard_Dix","Richard Dix","1893-7-18",,
"http://dbpedia.org/resource/Wallace_Beery","Wallace Beery",1885-04-01,,
"http://dbpedia.org/resource/Wallace_Beery","Wallace Beery","1885-4-1",,
"http://dbpedia.org/resource/Warner_Baxter","Warner Baxter",1889-03-29,,
"http://dbpedia.org/resource/Warner_Baxter","Warner Baxter","1889-3-29",,
"http://dbpedia.org/resource/Robert_Morley","Robert Morley",1908-05-26,,
"http://dbpedia.org/resource/Robert_Morley","Robert Morley","1908-5-26",,
"http://dbpedia.org/resource/John_Dall","John Dall",1920-05-26,,
"http://dbpedia.org/resource/John_Dall","John Dall","1918-5-26",,
"http://dbpedia.org/resource/Alice_Brady","Alice Brady",1892-11-02,,
"http://dbpedia.org/resource/Alice_Brady","Alice Brady","1892-11-2",,
"http://dbpedia.org/resource/Bonita_Granville","Bonita Granville",1923-02-02,,
"http://dbpedia.org/resource/Bonita_Granville","Bonita Granville","1923-2-2",,
"http://dbpedia.org/resource/Ethel_Barrymore","Ethel Barrymore",1879-08-15,,
"http://dbpedia.org/resource/Ethel_Barrymore","Ethel Barrymore","1879-8-15",,
"http://dbpedia.org/resource/Ronald_Colman","Ronald Colman",1891-02-09,,
"http://dbpedia.org/resource/Ronald_Colman","Ronald Colman","1891-2-9",,
"http://dbpedia.org/resource/Anne_Shirley_(actress)","Anne Shirley",1918-04-17,,
"http://dbpedia.org/resource/Anne_Shirley_(actress)","Anne Shirley","1918-4-17",,
"http://dbpedia.org/resource/Beulah_Bondi","Beulah Bondi",1889-05-03,,
"http://dbpedia.org/resource/Beulah_Bondi","Beulah Bondi","1888-5-3",,
"http://dbpedia.org/resource/Charles_Bickford","Charles Bickford",1891-01-01,,
"http://dbpedia.org/resource/Charles_Bickford","Charles Bickford","1891-1-1",,
"http://dbpedia.org/resource/Roland_Young","Roland Young",1887-11-11,,
"http://dbpedia.org/resource/Ralph_Bellamy","Ralph Bellamy",1904-06-17,,
"http://dbpedia.org/resource/Ralph_Bellamy","Ralph Bellamy","1904-6-17",,
"http://dbpedia.org/resource/Billie_Burke","Billie Burke",1884-08-07,,
"http://dbpedia.org/resource/Billie_Burke","Billie Burke","1884-8-7",,
"http://dbpedia.org/resource/James_Stephenson","James Stephenson",1889-04-14,,
"http://dbpedia.org/resource/James_Stephenson","James Stephenson","1889-4-14",,
"http://dbpedia.org/resource/Harry_Carey_(actor)","Harry Carey",1878-01-16,,
"http://dbpedia.org/resource/Harry_Carey_(actor)","Harry Carey","1878-1-16",,
"http://dbpedia.org/resource/Akim_Tamiroff","Akim Tamiroff",1899-10-29,,
"http://dbpedia.org/resource/Joan_Lorring","Joan Lorring",1926-04-17,,
"http://dbpedia.org/resource/Joan_Lorring","Joan Lorring","1926-4-17",,
"http://dbpedia.org/resource/Lucile_Watson","Lucile Watson",1879-05-27,,
"http://dbpedia.org/resource/Lucile_Watson","Lucile Watson","1879-5-27",,
"http://dbpedia.org/resource/Barbara_Bel_Geddes","Barbara Bel Geddes",1922-10-31,,
"http://dbpedia.org/resource/Stuart_Erwin","Stuart Erwin",1903-02-14,,
"http://dbpedia.org/resource/Stuart_Erwin","Stuart Erwin","1903-2-14",,
"http://dbpedia.org/resource/Patricia_Collinge","Patricia Collinge",1892-09-20,,
"http://dbpedia.org/resource/Patricia_Collinge","Patricia Collinge","1892-9-20",,
"http://dbpedia.org/resource/Spring_Byington","Spring Byington",1886-10-17,,
"http://dbpedia.org/resource/Judith_Anderson","Judith Anderson",1897-02-10,,
"http://dbpedia.org/resource/Judith_Anderson","Judith Anderson","1897-2-10",,
"http://dbpedia.org/resource/Marjorie_Main","Marjorie Main",1890-02-24,,
"http://dbpedia.org/resource/Marjorie_Main","Marjorie Main","1890-2-24",,
"http://dbpedia.org/resource/Walter_Brennan","Walter Brennan",1894-07-25,,
"http://dbpedia.org/resource/Walter_Brennan","Walter Brennan","1894-7-25",,
"http://dbpedia.org/resource/Peter_Falk","Peter Falk",1927-09-16,1.6764,
"http://dbpedia.org/resource/Peter_Falk","Peter Falk","1927-9-16",1.6764,
"http://dbpedia.org/resource/Walter_Matthau","Walter Matthau",1920-10-01,1.8288,
"http://dbpedia.org/resource/Walter_Matthau","Walter Matthau","1920-10-1",1.8288,
"http://dbpedia.org/resource/Rock_Hudson","Rock Hudson",1925-11-17,1.9558,
"http://dbpedia.org/resource/Michael_Dunn_(actor)","Michael Dunn",1934-10-20,1.17,
"http://dbpedia.org/resource/Sophia_Loren","Sophia Loren",1934-09-20,,"http://dbpedia.org/resource/Italian_nationality_law"
"http://dbpedia.org/resource/Sophia_Loren","Sophia Loren","1934-9-20",,"http://dbpedia.org/resource/Italian_nationality_law"
"http://dbpedia.org/resource/Nancy_Kelly","Nancy Kelly",1921-03-25,,"http://dbpedia.org/resource/Americans"
"http://dbpedia.org/resource/Nancy_Kelly","Nancy Kelly","1921-3-25",,"http://dbpedia.org/resource/Americans"
"http://dbpedia.org/resource/Maggie_Smith","Maggie Smith",1934-12-28,,"http://dbpedia.org/resource/British_people"
"http://dbpedia.org/resource/Rita_Moreno","Rita Moreno",1931-12-11,,"http://dbpedia.org/resource/Puerto_Ricans_in_the_United_States"
"http://dbpedia.org/resource/Albert_Finney","Albert Finney",1936-05-09,,
"http://dbpedia.org/resource/Albert_Finney","Albert Finney","1936-5-9",,
"http://dbpedia.org/resource/Anthony_Quinn","Anthony Quinn",1915-04-21,,
"http://dbpedia.org/resource/Anthony_Quinn","Anthony Quinn","1915-4-21",,
"http://dbpedia.org/resource/Audrey_Hepburn","Audrey Hepburn","1929-5-4",,
"http://dbpedia.org/resource/Ava_Gardner","Ava Gardner",1922-12-24,,
"http://dbpedia.org/resource/Charlton_Heston","Charlton Heston",1923-10-04,,
"http://dbpedia.org/resource/Charlton_Heston","Charlton Heston","1923-10-4",,
"http://dbpedia.org/resource/David_Niven","David Niven",1910-03-01,,
"http://dbpedia.org/resource/David_Niven","David Niven","1910-3-1",,
"http://dbpedia.org/resource/Eileen_Heckart","Eileen Heckart",1919-03-29,,
"http://dbpedia.org/resource/Eileen_Heckart","Eileen Heckart","1919-3-29",,
"http://dbpedia.org/resource/Elizabeth_Taylor","Elizabeth Taylor",1932-02-27,,
"http://dbpedia.org/resource/Elizabeth_Taylor","Elizabeth Taylor","1932-2-27",,
"http://dbpedia.org/resource/Paul_Newman","Paul Newman",1925-01-26,,
"http://dbpedia.org/resource/Paul_Newman","Paul Newman","1925-1-26",,
"http://dbpedia.org/resource/Nick_Adams_(actor,_born_1931)","Nick Adams",1931-07-10,,
"http://dbpedia.org/resource/Mercedes_McCambridge","Mercedes McCambridge",1916-03-16,,
"http://dbpedia.org/resource/Mercedes_McCambridge","Mercedes McCambridge","1916-3-16",,
"http://dbpedia.org/resource/Diane_Varsi","Diane Varsi",1938-02-23,,
"http://dbpedia.org/resource/Diane_Varsi","Diane Varsi","1938-2-23",,
"http://dbpedia.org/resource/Jack_Palance","Jack Palance",1919-02-18,,
"http://dbpedia.org/resource/Jack_Palance","Jack Palance","1919-0-0",,
"http://dbpedia.org/resource/Lilia_Skala","Lilia Skala",1896-11-28,,
"http://dbpedia.org/resource/Jeanne_Crain","Jeanne Crain",1925-05-25,,
"http://dbpedia.org/resource/Jeanne_Crain","Jeanne Crain","1925-5-25",,
"http://dbpedia.org/resource/Marcello_Mastroianni","Marcello Mastroianni",1924-09-28,,
"http://dbpedia.org/resource/Marcello_Mastroianni","Marcello Mastroianni","1924-9-28",,
"http://dbpedia.org/resource/Oskar_Werner","Oskar Werner",1922-11-13,,
"http://dbpedia.org/resource/Ralph_Richardson","Ralph Richardson",1902-12-19,,
"http://dbpedia.org/resource/Tom_Courtenay","Tom Courtenay",1937-02-25,,
"http://dbpedia.org/resource/Tom_Courtenay","Tom Courtenay","1937-2-25",,
"http://dbpedia.org/resource/Joanne_Woodward","Joanne Woodward",1930-02-27,,
"http://dbpedia.org/resource/Joanne_Woodward","Joanne Woodward","1930-2-27",,
"http://dbpedia.org/resource/John_Gielgud","John Gielgud","1904-4-14",,
"http://dbpedia.org/resource/Judy_Holliday","Judy Holliday",1921-06-21,,
"http://dbpedia.org/resource/Judy_Holliday","Judy Holliday","1921-6-21",,
"http://dbpedia.org/resource/Omar_Sharif","Omar Sharif",1932-04-10,,
"http://dbpedia.org/resource/Omar_Sharif","Omar Sharif","1932-4-10",,
"http://dbpedia.org/resource/Stuart_Whitman","Stuart Whitman",1928-02-01,,
"http://dbpedia.org/resource/Stuart_Whitman","Stuart Whitman","1928-2-1",,
"http://dbpedia.org/resource/Eddie_Albert","Eddie Albert",1906-04-22,,
"http://dbpedia.org/resource/Eddie_Albert","Eddie Albert","1906-4-22",,
"http://dbpedia.org/resource/Alec_Guinness","Alec Guinness",1914-04-02,,
"http://dbpedia.org/resource/Alec_Guinness","Alec Guinness","1914-4-2",,
"http://dbpedia.org/resource/Don_Murray_(actor)","Don Murray",1929-07-31,,
"http://dbpedia.org/resource/Don_Murray_(actor)","Don Murray","1929-7-31",,
"http://dbpedia.org/resource/Elsa_Lanchester","Elsa Lanchester",1902-10-28,,
"http://dbpedia.org/resource/Patty_Duke","Patty Duke",1946-12-14,,
"http://dbpedia.org/resource/Rex_Harrison","Rex Harrison",1908-03-05,,
"http://dbpedia.org/resource/Rex_Harrison","Rex Harrison","1908-3-5",,
"http://dbpedia.org/resource/Joe_Mantell","Joe Mantell",1915-12-21,,
"http://dbpedia.org/resource/Thelma_Ritter","Thelma Ritter",1902-02-14,,
"http://dbpedia.org/resource/Thelma_Ritter","Thelma Ritter","1905-2-14",,
"http://dbpedia.org/resource/Lee_J._Cobb","Lee J. Cobb",1911-12-08,,
"http://dbpedia.org/resource/Lee_J._Cobb","Lee J. Cobb","1911-12-8",,
"http://dbpedia.org/resource/Victor_Buono","Victor Buono",1938-02-03,,
"http://dbpedia.org/resource/Victor_Buono","Victor Buono","1938-2-3",,
"http://dbpedia.org/resource/Tom_Tully","Tom Tully",1908-08-21,,
"http://dbpedia.org/resource/Tom_Tully","Tom Tully","1908-8-21",,
"http://dbpedia.org/resource/Burt_Lancaster","Burt Lancaster",1913-11-02,,
"http://dbpedia.org/resource/Burt_Lancaster","Burt Lancaster","1913-11-2",,
"http://dbpedia.org/resource/Doris_Day","Doris Day",1922-04-03,,
"http://dbpedia.org/resource/Doris_Day","Doris Day","1922-4-3",,
"http://dbpedia.org/resource/Jack_Lemmon","Jack Lemmon",1925-02-08,,
"http://dbpedia.org/resource/Jack_Lemmon","Jack Lemmon","1925-2-8",,
"http://dbpedia.org/resource/John_Wayne","John Wayne",1907-05-26,,
"http://dbpedia.org/resource/John_Wayne","John Wayne","1907-5-26",,
"http://dbpedia.org/resource/Leslie_Caron","Leslie Caron",1931-07-01,,
"http://dbpedia.org/resource/Leslie_Caron","Leslie Caron","1931-7-1",,
"http://dbpedia.org/resource/Peter_Sellers","Peter Sellers",1925-09-08,,
"http://dbpedia.org/resource/Peter_Sellers","Peter Sellers","1925-9-8",,
"http://dbpedia.org/resource/Anne_Bancroft","Anne Bancroft",1931-09-17,,
"http://dbpedia.org/resource/Anne_Bancroft","Anne Bancroft","1931-9-17",,
"http://dbpedia.org/resource/Julie_Christie","Julie Christie",1940-04-14,,
"http://dbpedia.org/resource/Julie_Christie","Julie Christie","1941-4-14",,
"http://dbpedia.org/resource/Marisa_Pavan","Marisa Pavan",1932-06-19,,
"http://dbpedia.org/resource/Marisa_Pavan","Marisa Pavan","1932-6-19",,
"http://dbpedia.org/resource/Patty_McCormack","Patty McCormack",1945-08-21,,
